 reviewerID,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,No_Of_Reviews,P_Filtered
fd4Ck5qBhltv8q_0umemCw,1,10,7,2,2,1,0,0,0,10,8.33333
FDBGM3KOVhLZbyyhLniatg,1,1,0,0,0,0,0,0,0,1,0
FdiH3E06S3TXZXFjmL8cbg,0,2,1,1,0,0,0,0,0,2,0
FdkYKtKihBkSy7EOkexDZQ,1,6,1,2,0,0,0,0,0,6,16.6667
FDVCqJpPZ2QL7u0CzfdBdg,45,70,12,119,41,34,11,1,3,70,18.5714
FEzuJ7zyXkJ6sE0wkC5Siw,31,86,29,149,103,93,23,9,3,86,17.4419
Fgi8iaR4DO-nMi3CCzYCYg,163,1,0,0,0,0,0,0,2,1,0
FHfjAReTovbu0chLv-WGrQ,96,444,36,359,227,246,154,79,8,444,9.07127
fhZxDp-eQ1E2Gr69jt5szg,0,9,0,5,1,1,2,0,0,9,11.1111
fi4_wNBL3ogGeeeYkL-nMA,5,1,0,0,0,0,0,0,0,1,0
FIAaBcIXClWDwByVqZSbYw,56,19,1,7,2,2,3,11,0,19,15.7895
fja90GmzcyAu_HTcE1p4WQ,0,13,4,64,5,2,1,0,1,13,7.69231
Fk6pJP2Vv_MLe9N3nB2qTA,2,212,21,201,75,84,10,0,2,212,6.71937
FkJupNGp9KYEszKC2nDNXw,22,20,2,13,8,2,5,6,1,20,19.0476
FL2QRIjv44Hf6NxIJAZD-w,0,24,2,30,16,35,0,0,1,24,8.33333
FLf8aIJhoSUdBLo-GYBJww,0,2,0,0,0,0,0,0,0,2,0
flj6NjfxqwudsBvOTbrhug,22,76,10,39,22,24,31,12,0,76,16.4557
fm5XO9GDNf1DAxrsV3-3FQ,3,47,5,25,3,6,1,0,0,47,10.6383
fmVWTmiulK4hzktV6LZoCw,1,22,1,10,3,5,2,0,0,22,4.16667
fn2wBliDQxkRMiAxtPXtpw,0,3,1,6,0,2,0,0,0,3,0
FNbDlPPDorJcrhPYU5xMwQ,11,3,0,3,1,0,0,0,0,3,0
FPVZkViNhtPTxyUVFDvOvQ,0,13,0,6,3,1,0,0,0,13,0
FPzyvIjFOzvimQS2W0Yraw,11,18,2,4,2,3,1,0,0,18,16.6667
FqcBUHdDtcXP7vTfjGSRmQ,0,1,0,0,0,0,0,0,0,1,0
FqHNMGc_-BgX4svll0SwLg,90,164,8,333,188,147,360,33,9,164,7.01754
FRMGPRGEqpf--G89PKJhbg,0,2,0,0,0,0,0,0,0,2,0
FSaEaGdRUED4pWb9yD3N8w,0,8,1,4,0,2,0,1,0,8,12.5
fScZjUVT27fwbeFRkiRUWg,0,89,9,48,8,17,0,0,1,89,10
FTNaQZ3t0dsVWw1WZUQGFg,65,415,200,1148,847,792,394,115,13,415,8
fuI7UzyTnqLKND-1pDg-jA,18,322,191,252,63,88,14,12,7,322,4.32099
FVI1MC1tSdR0I7p1WAzZrg,2,2,0,0,0,1,0,0,0,2,0
fvJcgpYLvvzHeH7qju6kkQ,15,73,0,23,8,4,4,6,0,73,18.75
Fw86Kn5jIQTAewhM-RG0Jg,15,8,0,5,2,4,3,0,1,8,11.1111
fx_hUe75xBa2SW8SJE4mzQ,18,28,3,100,25,14,13,0,0,28,10.7143
fX9W9s6iF3mcQZ4hDv7HNg,0,1,0,0,0,0,0,1,0,1,0
fxeRdFmgY6tbTyidpcdFLw,106,261,51,306,140,82,199,8,3,261,13.9623
fxnxzd_riMcut2RB9VJFBA,3,50,10,68,6,33,1,0,0,50,15.6863
Fy2rRvCxF7mugacg76YAEQ,14,2,0,0,1,0,2,8,0,2,0
FY6-X7Zvlsh_9I37CCfjig,1,15,0,6,0,2,1,0,0,15,6.25
fYkqa_hvgbnTPGKenYFMgg,101,435,79,401,219,102,130,52,16,435,10.4308
FYSPOnmrtQoT2VNMLfJjLg,1,2,0,2,1,0,0,0,0,2,0
FzemMECB9UV6UAPqg3P88Q,1,56,0,35,10,10,4,0,0,56,19.1176
fzmpZARPwKITJHRdTAGwmg,0,2,0,1,0,0,0,0,0,2,0
g0irOdWhlr8Lyxt6z5w25A,7,1,0,2,0,0,0,3,0,1,0
g0m_bwt8M-y-UED3ZN7RwQ,5,1,0,0,0,0,0,0,0,1,0
g1fW3ntV1P0Whif-uUjLRA,29,16,1,29,9,27,7,3,3,16,12.5
G1NitRuKkmuJQVLXTC58fw,0,1,0,0,0,0,0,0,0,1,0
G29YYJvciKqPBAbgs7zNVw,0,11,1,14,4,2,2,0,0,11,0
g2z3-HQIysJ4IYlRWDpz1g,23,40,1,14,4,3,2,84,0,40,11.1111
G3cYYAW19JFab6I9qZyGMg,0,8,0,3,1,2,0,0,0,8,9.09091
G4qPn81eLg12LUrny-LwgQ,12,11,0,16,3,4,4,1,2,11,16.6667
G56dH6mkeDnAEjUDrW7Nw,0,2,0,0,0,0,0,0,0,2,0
G5jiWmhBYLw_N815ysv7sQ,0,8,0,0,0,0,0,0,0,8,12.5
g6xqz5au0H8mZEtUCR-2pQ,27,19,0,2,1,1,0,1,0,19,15.7895
G6zuAO67CJEeoPTnQCPBXw,2,8,1,3,0,0,0,0,0,8,12.5
g7ghth1FfS9gDvWYoZnQ1g,1,1,0,0,0,0,0,5,0,1,0
G7tZEGH2UeYasoFjKXqJcQ,47,102,13,129,71,58,48,0,6,102,18.2692
g8QOul2NDt4bZ9arXM4_g,8,2,0,0,0,0,0,0,0,2,0
gA7kbmCtGq0Mb5GX0viZ-Q,1,33,2,1,0,0,0,0,0,33,14.7059
GaYys49sUf-67Xf3PMXSBg,5,3,0,1,0,0,0,0,0,3,0
GBL5e9ZRU0sTT960rsUCvQ,2,22,1,10,2,1,0,0,1,22,18.1818
GbnbFgJ1tKHJpGQO_lrOEg,10,34,2,17,3,7,2,7,1,34,10
gbpzEtR2Lm2ErzL9hJlzzQ,3,1,0,1,0,0,0,2,0,1,0
gbQXuIUrMM7Efer25YTung,0,7,0,3,0,0,0,0,0,7,14.2857
GCm8E-vatg1JVje_1SJkFA,31,106,40,174,48,46,40,0,4,106,6.60377
gCto4hh1fNSuMGobcmzToA,2,2,0,1,0,0,0,0,0,2,0
GcWncDPCBLzvmvPIUF9D5w,51,47,0,43,10,8,18,2,6,47,11.3208
geit9aRyS09EXZq7d3IORw,1,7,4,13,1,1,1,0,0,7,14.2857
geQVOs_WypQKLPrAKUHsDQ,4,1,0,7,0,0,0,0,0,1,0
GeSMEdBENldpvgIwGg-vYg,6,29,0,49,6,3,0,6,1,29,6.89655
gg9ApR2NE43zi61pQlKGcw,2,11,1,5,1,1,0,4,0,11,9.09091
GGh_qoIuva9JZE_QFHOVXQ,2,1,0,0,0,0,0,0,0,1,0
gGjh9pK-iHDQC6My0bDEUw,21,272,114,306,163,110,35,0,3,272,13.9706
gH0IMw69RtwKwI-_vVvM2w,2,13,1,0,0,0,0,0,0,13,6.66667
gHAKsVwC1Q6EFjzpvz6C_g,5,18,1,52,43,132,16,0,6,18,16.6667
GHIinB7qyOR2mNz0gao1pA,34,101,70,83,26,25,11,1,0,101,10.8911
GJB159-scP3Y_gcCjCc7JQ,48,87,4,132,94,93,72,42,2,87,8.42105
gjhzKWsqCIrpEd9pevbKZw,2782,2611,406,14497,12360,6129,8185,507,640,2611,0
Gjv6BnBmkUa18BReQ2m6fQ,39,2,0,14,2,5,0,0,0,2,0
GKEFg_92pp0q842clS_Jw,15,52,1,33,19,28,9,2,2,52,9.09091
Gkf92GyMQ6bb7IZwc5oXdw,0,4,0,1,0,0,0,0,0,4,0
GkTBRgRQDzLch6o_ONPDPQ,5,4,1,1,1,2,0,0,0,4,0
glCZpRr0LSMssbkOYGXpbQ,6,60,0,28,16,22,1,1,0,60,18.3333
gLPYQeyJwRfrzlM_da5Wgg,0,3,1,0,0,0,0,0,0,3,0
GlXGnjJt7qwLRC8qVOzqgA,8,16,6,5,0,1,1,0,0,16,17.6471
GNQFSRVkgwVYLj6LyF9Xpg,2,62,8,79,26,30,12,0,1,62,1.53846
GO7aCA5Fdi_4A6044Gbnew,11,110,3,52,19,9,8,2,1,110,9.2437
Gom591egjVOoMdI9_g-0hQ,1,24,4,21,13,7,2,1,0,24,8
GP19SRtLfZv7JgJVUjvwwQ,10,65,1,118,101,98,5,2,0,65,1.53846
gPCDKzgQHgxANbwi_gt-lA,7,33,3,18,5,18,2,0,1,33,12.1212
gP-sIPPpxGutJb2fisfR0g,0,1,0,0,0,0,0,0,0,1,0
GqajR6vAooD943LXNoHujg,80,142,15,348,161,154,70,4,3,142,13.1034
GQENSal8XLmKJW0qx1gypw,3,11,0,7,3,1,1,0,1,11,16.6667
gqgvj5ePxFCdPLajYQt08g,1,4,0,0,0,0,0,0,0,4,0
Gu8Xxo9FTX6jQZOHBCO9RQ,4,6,0,8,1,7,4,0,1,6,16.6667
gUcHXYfiDblHGJPi2DCONw,15,4,0,14,3,0,0,1,0,4,0
guIycWOFvy3RwXbFPYS23Q,13,5,0,0,0,0,0,129,0,5,0
gUWFtoxWjr_tNhRK-48HzQ,0,6,1,3,0,0,1,0,0,6,0
Gv3x7VhaiyOwejW46dSeIg,3,55,2,77,34,16,14,1,2,55,14.2857
gWriEfMpU8Y2Bhi4Y7KXBg,0,1,0,0,0,2,0,1,0,1,0
GwRM80GyMtOteaB7JB0Dyw,0,3,0,1,0,0,0,0,0,3,0
gWZOZCjsoCUoTh4p7X7HGg,27,2,0,1,0,0,0,0,0,2,0
GYcyvG5_2u1r2eYaWF0Z3w,27,16,0,3,0,2,1,24,1,16,11.7647
gyDhEenNaue5yyiC0ppsqg,16,55,4,108,84,29,45,0,3,55,10.9091
gYyEGJU5NPGDYd19E-lh0Q,13,15,1,11,2,1,3,0,0,15,12.5
gZjYopIkX5IF1gYBwlzSA,0,1,0,0,0,0,1,0,0,1,0
gzY4bc6g0_3KWyydKqFI9A,11,28,11,64,19,7,3,1,3,28,0
H171qiX8j5zEyFhniGGskA,43,5,0,2,1,2,1,0,0,5,11.1111
H1SRFSZpbLANKAK7FKDfLQ,0,5,0,0,0,0,0,0,0,5,0
H2iT86LJr0aDi6DP8Z1kzQ,0,6,0,5,2,0,0,1,0,6,0
H3tbSSoX5FbCyKxl4Fu6gA,48,76,6,174,110,53,78,4,5,76,7.22892
h4qVd4rVZzRaHkaPWK7r1w,20,99,6,139,45,59,24,72,0,99,15.1515
h8gQcs1U_-ZcY1qX-t1DAA,24,31,2,32,26,24,5,0,0,31,9.67742
hanmPI9fYEAPeR6plcTX2w,3,14,2,4,2,4,1,58,0,14,7.14286
HAQbEh0SYmclm80lsDELhw,1,3,0,0,0,0,0,0,0,3,0
hARYB997Yrh_DEk4cEheVA,1,5,0,1,1,3,0,0,0,5,16.6667
hbuf8AkaXrq83Nmt_S1b1Q,39,7,0,1,1,0,0,46,1,7,14.2857
HC4MNjbS3w1bf051uZUjrQ,8,27,5,50,10,5,5,0,0,27,14.2857
hcYpy4WaHbJd03wp-Tu7-Q,5,96,6,88,26,17,14,0,2,96,13
hd_Oea04ZqxykkAgejHuQw,20,83,11,52,13,15,13,5,2,83,15.4762
hDDrEsiCPrx-lt5CKoItSA,1,8,2,1,0,2,0,1,0,8,11.1111
hDi_iNFKK2MRCjPKNySzjg,0,1,0,0,0,0,0,0,0,1,0
hEpuKqu9z-b7AUC_jL-q_w,2,2,1,0,1,1,0,0,0,2,0
HfBFFqcrzUR7DHOxGEmLXQ,0,4,0,1,0,1,0,0,0,4,0
hfIIYhzb6uZ8zbVfOI3W-w,0,1,0,1,0,0,0,0,0,1,0
HGFeEzA63mm2Hb_8M58Zcw,5,3,0,1,0,0,0,0,0,3,0
Hgms_UKjQ6IxuPReWtcFsg,0,5,0,5,0,0,0,0,0,5,16.6667
Hh7GQIAf3m9ONiL8bGz9sQ,258,321,131,740,664,747,481,0,16,321,13.354
Hi2H4aKjVg6_5K5ApAAedQ,11,9,0,2,0,1,5,17,0,9,17.6471
HIAU0RTaRUwJEoJUJ3rAIw,13,209,12,120,24,15,24,6,3,209,12.9032
hj6ievYu-PLq8pFGV7O7ng,0,2,0,1,0,0,0,0,0,2,0
hj7WBk5Uu0fqlYKqpftiZA,1,1,0,0,0,0,0,0,0,1,0
HK9N2er0g4CEZlCyL3UHow,40,129,18,234,134,89,89,5,5,129,6.92308
HkeDHRkHStVYunThCrzFdg,3,8,0,7,4,3,4,1,1,8,11.1111
hKXAsOG1nfM3tLcFYMa8kw,8,2,0,3,1,1,0,0,0,2,0
hlhLJuTzko0pCCmelkQbyg,0,3,0,0,0,1,0,0,0,3,0
HmbOmVRtyqvv9o4wbnQYVw,3,34,25,55,12,17,5,0,0,34,15.1515
HMTSYsbP0jC4fpuJ-kIT4Q,5,1,0,3,0,1,0,0,0,1,0
HNdq0IRk_iJz2nuBWrc81Q,6,17,7,25,7,12,4,0,3,17,18.75
hnk6PBa0OxN6zxR0Ns2X9g,64,59,0,64,14,29,14,4,2,59,19.6721
Hojpv0dwN9D4om-T-U01bw,2,3,0,1,0,0,1,0,0,3,0
hP5jDDIbFnHaYYf_G9TJTw,1,8,0,14,6,3,1,0,0,8,11.1111
hPFsRroTipJfhJgJ69uNsA,2,1,0,0,0,0,0,0,0,1,0
HQjRdzNUMshI39x-Jdif9g,25,9,1,6,1,0,1,7,1,9,11.1111
hqp-UAn5cyLAShRacUJ68g,1,83,6,44,12,15,3,1,3,83,16.8675
HraGyS5huwVyCXZhogTfng,0,1,0,0,0,0,0,0,0,1,0
hRIJfoFN1aOxcwf1dpLuvQ,11,19,1,14,5,7,6,36,0,19,0
hRMMCxXFivm6A6qp_TXLNQ,271,289,57,597,300,426,133,0,13,289,11.4865
hs2agdzNuIOhljsRpmSk1A,6,13,1,10,1,3,1,1,1,13,15.3846
HSOQaaaZO8EAUWucz4ohQw,2,34,0,14,3,1,2,1,0,34,6.81818
HSzE_VnOe29Xbfc6a0neXQ,1,9,1,1,1,0,0,4,0,9,10
HT97z29oIH7aA8UxlGHeGg,33,190,68,175,67,20,28,0,2,190,16.3158
HUmClClluKP5Ur6X7e306Q,242,899,128,1417,991,859,643,259,34,899,19.2691
Hv7P81NWjBH4nDbufvYK3A,8,22,3,40,11,14,5,0,1,22,13.6364
HVk1KYHooZCDp9Xtm2h6iw,35,109,3,157,138,64,64,24,8,109,10.0917
HVNYnMpPBIz_ZYiYj72Jg,0,7,0,2,1,1,0,0,0,7,14.2857
hwr9Z_EIY0krcA1PXuQuMA,22,62,5,48,21,35,13,4,0,62,19.3548
HWTo_BpHFN2cO62HLxDutQ,0,9,2,10,3,2,1,0,0,9,12.5
HXnnCiHjuj8zTvh5kvUhhA,9,51,5,60,22,23,7,0,2,51,15.6863
hXY4jt4VO0llUtDKw1H0kQ,28,145,6,151,109,90,47,0,4,145,10.3448
hy4uEHgITEfzxrXzyDhCRg,39,260,43,139,112,316,52,114,1,260,0.687285
HZ51EXmBRhOxa05FO79Tgg,5,45,3,34,12,12,1,0,0,45,4.08163
HZI35Z5STVAtlhAmUygu-w,3,105,20,28,9,1,5,40,1,105,15.2381
I_RZQ2eCWHbYX8xWd-zpKQ,0,1,0,2,0,6,0,0,0,1,0
I0cUME6XoLWslble9xTnBQ,2,10,0,10,4,6,1,0,0,10,10
I1IQJuJ0F0tiCAZF1h4NGA,103,110,6,221,74,53,74,10,4,110,4.54545
I1MDf4cd-DyrMp8GdsM4bQ,0,2,0,3,1,0,0,0,0,2,0
I3kDZLtyl28k28qaLjshmg,105,9,0,2,0,0,0,37,1,9,11.1111
i6nzTfZ8TRckJOGgZIpr5Q,65,292,36,350,166,205,109,2,4,292,10.231
i8im98SJLX3UBzveRCfyuw,1,26,1,25,9,4,1,0,0,26,11.7647
i8LLvG_Faz18oQfE69WlLQ,53,199,15,392,316,287,43,11,4,199,2.98507
IAb60RV_Ljgfj6Y79asKeA,22,66,3,56,26,38,7,12,1,66,16.4179
iAxgIkQCv0QFuLphw7QmVg,0,14,0,20,2,6,1,1,0,14,14.2857
Ie3Ah5H8AFdMCxQXBoKqcA,12,4,0,12,1,2,0,0,0,4,0
iEHdG9QxPKP8docV3R165Q,0,1,0,0,0,0,0,0,0,1,0
IEUHNF3m1APny-7b5x25Tw,4,10,0,1,1,1,1,18,0,10,10
IFPjm1eya2bSt05IplkCBA,26,1,0,1,0,0,0,0,0,1,0
igll2PdsMvQHzJhzttrx1A,517,528,104,970,558,367,396,20,14,528,13.0189
Igvgszlbl6Et6H4tQSbjwA,0,28,6,10,3,5,0,0,0,28,16.129
IGwDbQxZ8mEvFazfxjT2Bw,0,1,0,0,0,0,0,0,0,1,0
iIfA0upDFJmVcjwoNpreig,8,16,1,3,1,1,1,0,1,16,18.75
iItEgthw2wc97b4o5VhUqA,3,14,7,23,4,8,0,0,0,14,14.2857
IIyml-yofbLjZmALmmTJrw,0,1,0,2,1,3,0,0,0,1,0
Ij-4GZ57-m0AbaSg74Hmtg,0,2,0,9,2,0,0,0,0,2,0
Ij7Ih32xaucr2SgQA2xWdg,1,16,2,17,0,1,3,0,0,16,11.7647
iKawvWxzogGRMctJvlVIlA,1,28,0,22,6,10,2,0,0,28,14.2857
ilIo62kJjnP3lkw-buUHcA,10,1,0,0,0,1,0,0,0,1,0
ILLKPpHPhQONJ6V9THiayQ,4,63,7,156,29,45,5,0,0,63,19.0476
ILOCl_PJXk_DE1enPkvL8Q,33,24,0,4,3,3,3,0,0,24,12.5
IM0iRP8AaZshn5JHGijJdg,0,9,0,30,10,31,3,18,0,9,18.1818
im43wY9j3MrcBqbeL6qDfQ,0,9,0,1,0,1,0,0,0,9,11.1111
iMES-TnYM6FdCcXZYwtFMQ,1,1,0,0,0,0,0,0,0,1,0
ImqoVZ3Lq81d0_pVCrhp4g,15,1,0,0,0,0,1,48,0,1,0
imx751Xc3XQxGiyWo1s5VA,46,30,0,19,16,19,17,25,1,30,6.66667
INXsjuXA3MGQibb0nGm0VA,0,3,0,0,0,0,0,0,0,3,0
ioSDyvP1X2SVfaHv5zpjLw,0,3,0,0,0,0,0,0,0,3,0
IOVJDmFRm9ICyvbTNSPHlQ,0,2,0,1,0,0,0,0,0,2,0
ipC6B8kfJ65rlzGScCv2dw,4,2,0,4,0,0,0,0,0,2,0
ipCCjaoc2KkEbo0lZ1UyMQ,8,32,4,41,17,17,4,0,0,32,18.75
iPkdNziqnhNukjnmsrSzmg,221,504,139,1911,863,640,458,100,28,504,9.03733
IPn8MLCCIsOcXbsjLllE2Q,1,1,0,0,0,0,0,0,0,1,0
IpReaQYuXO_nB07xnkHuNw,575,311,150,475,366,498,820,478,21,311,9.52381
iQF2B8J3HDo8kDmd4eShKA,375,430,47,1611,983,644,438,106,9,430,17.7011
iQYS48t6fqb4pj_z18vAsQ,5,6,1,4,1,0,0,58,0,6,16.6667
iS0bvK0_kpOGk3juKEJctQ,0,20,6,4,0,1,1,0,0,20,15
isZqqaRlxv1OvZuRbknq0g,9,9,0,17,3,3,1,0,0,9,0
itbGERcGu86AOMOAgy6fJA,2,3,1,8,5,3,1,0,0,3,0
iTyzvfOmkIv9UUtFBNuX8w,4,18,8,10,5,7,1,1,0,18,5.55556
iulYqYMWwOuYl6cQpmbSRA,2,3,0,0,0,0,0,0,0,3,0
iUn4K0bvj6DV9lZ1Jsn5Sg,6,1,0,0,0,0,1,1,0,1,0
iUzp5LBot8R4_NgqdGU4wQ,23,1,0,4,3,3,8,0,0,1,0
iv_QXg5Zqlw72hqS-le6Bw,40,306,45,253,63,140,41,6,7,306,15
IVANsrRJv-WxO4xGP0Y50Q,14,3,0,2,0,0,0,0,0,3,0
ivtq3itoRlVU3pLs3KkHxg,0,1,0,0,0,0,0,0,0,1,0
ivW4PlSyvGjqXIMsTjbHkQ,74,91,12,234,141,178,135,33,12,91,13.4021
I-wq3PJNBlaZ8tpi0SdS8A,0,109,27,281,70,68,7,0,1,109,15.0442
IWRDYFMQXhJu_DfftFTtIA,24,191,8,133,67,64,26,0,4,191,10.3627
iXATz632UVd4UJNx_04Ihg,2,19,1,6,6,0,1,0,2,19,5.26316
IX-syUOOBUKTjfb2QFwfFA,0,42,4,27,11,9,9,0,2,42,9.52381
IzW46C8ZVziS7Pj7PXNHuw,0,7,2,8,5,0,0,0,0,7,14.2857
IZZBEYSpnG7qV7yq0EOtCA,1,45,3,13,5,2,1,0,0,45,16.3265
J0Trq0CWFjQJqUiOTfN8pg,2,9,0,10,2,1,1,0,0,9,11.1111
j0WX8LAbLhBnnGJoXjmokw,36,62,5,75,46,20,16,25,4,62,12.6984
J14sJ18UULjfGjA3cNIHjg,0,1,0,0,0,0,0,0,0,1,0
j3DnEisn7gUZ6otJkC6QEQ,0,3,0,1,1,0,0,0,0,3,0
j41ZjPFwSqsXKmvRqxyULg,29,124,16,60,17,21,10,6,1,124,9.67742
j47ANURKPT55gIbLVBmq0Q,24,6,0,6,0,4,1,0,0,6,16.6667
J4lHVybjJy-CnZYgghh4xw,0,2,0,1,0,1,1,0,0,2,0
j5I5ajPgFFVhsmripFWK3Q,9,34,3,95,24,12,10,1,3,34,5.71429
j5Ixc-rqRO8KG84_3DTZkw,0,2,0,0,0,1,0,0,0,2,0
J6JcM9Dq2qKDca9fFXyOcQ,4,68,4,27,4,5,0,0,2,68,14.7059
J6PrksAcbjitDZrINPrQjQ,188,626,377,429,243,177,54,0,14,626,19.2675
J8CBYL_SBji5dnA265zyFQ,1,8,5,8,3,4,1,0,0,8,12.5
j8fbMLXV1XvnoznuwbG3Ow,812,353,88,1596,1353,1266,478,0,26,353,2.7027
j8nx5ItxYPa4cGW67FQuOA,2,24,5,25,10,12,5,0,3,24,16
j9ksOggzbaAcgxAgNn9ZNA,15,29,3,31,4,4,3,12,1,29,0
JAe7FaglR7K-s0gv7QFPfg,1,29,5,43,33,32,6,0,0,29,16.129
JaeP8Mqw-5mUSphBcrFbPg,10,6,0,17,0,3,0,0,0,6,0
jAlVJlScRlwXPbiUDlJ8fQ,63,77,10,91,29,21,7,0,0,77,17.9487
JAzILABZtI4NDmDq0e-U8g,3,20,5,26,5,1,1,1,0,20,10
Jb0U3KAw-BXJmjOIzcl4NA,0,2,0,0,0,0,0,0,0,2,0
JbcE_GFsuZ7_AAEBSKzL6Q,3,83,12,40,7,9,5,0,2,83,15.4762
JBRJKXs4DMSFvEQy6DYJFQ,0,7,0,7,2,1,0,0,0,7,12.5
jcM4fw_wP8Eel88k4Fl9Vw,0,43,10,45,8,13,3,0,0,43,4.65116
Jdp-1cWUFn-jPk-lrsX0sg,0,2,0,0,0,0,0,0,0,2,0
JeyYWou8LD-xGNBV7gpD_Q,0,2,0,0,0,0,0,0,0,2,0
jfHfSc--S_HbOXAdqeATfg,3,6,3,1,0,1,0,2,0,6,14.2857
jfRfHhna0q1aCYg4YgFt_Q,2,11,1,9,1,2,0,0,0,11,9.09091
jFwl8XebFYalcyhb-TfzxQ,0,6,2,5,0,0,0,0,0,6,16.6667
JGBtEjSE9M8M_cYzADtcjQ,0,1,0,1,2,0,0,0,0,1,0
Jh0UAJ5StfqKS1kGq2_1cg,14,64,13,96,26,44,9,0,7,64,7.8125
jhafGGh267Wont3n6LpW2Q,1,86,1,36,17,10,4,0,3,86,4.34783
jHdKT_ClouWiyEhCndnexQ,27,3,0,4,3,1,3,0,0,3,0
jjQ59YhdRrL3gvG8oIxM8Q,0,48,2,10,3,0,1,2,0,48,17.3077
jkI1-kxDagxEg3J_rF9j2Q,14,11,0,1,0,0,0,0,0,11,9.09091
JL80Mflj6TeQKkTgsgjNUA,1,7,0,0,0,0,1,0,0,7,14.2857
JLtRJVbqXXXMPhsUGSGzHw,0,1,0,1,0,0,0,0,0,1,0
Jml2a4u1YAvjpe69PsDAsg,0,2,1,0,0,0,0,0,0,2,0
JMmS9iErBq4SPYyHQ5xahA,23,6,0,6,3,2,0,0,1,6,0
jN1AiTbCPVTfdP9Ji14_Ig,0,1,0,0,0,0,0,0,0,1,0
JnTDVPs26FExma3bgy_3JA,1,7,0,6,3,3,0,2,0,7,14.2857
JoDxbONoMVvW7rqHHcwapw,1,11,0,3,0,1,0,0,0,11,7.14286
joLEqnju2_MdR_zJAHaaLA,30,7,1,17,7,2,0,0,0,7,14.2857
joUWJ4WCUJipSEH9fzwcDg,0,6,0,2,0,1,0,0,0,6,16.6667
Jp3xGCSgyCccOxsYQQC8bg,0,4,0,0,0,0,0,0,0,4,0
jPMlkcHvR9XnrYJPlMZUGQ,0,1,0,0,0,0,0,0,0,1,0
JPS2ruOvwsP8F0ihkPl8PA,16,58,5,90,25,60,5,0,0,58,16.3934
Jrm34VNH85jMCtFevsSz6Q,15,130,27,78,15,19,12,4,2,130,16.1972
JrocmCIO3PiIv_bCyMzdSw,0,7,0,0,0,0,0,0,0,7,12.5
JSEZ4IILrG44ofafu9IAQ,0,1,0,2,0,0,0,0,0,1,0
JSZkz9HhmPIWtpTybUeRYA,0,1,0,0,0,0,0,0,0,1,0
jTlvFiQ-AtzGlb7QjARHnQ,23,168,50,97,37,36,18,56,3,168,10.5882
jtSv4Bx8GcGvVK2LSeLn4A,21,113,1,79,36,80,12,4,0,113,15.0794
JUkHR7LCDNMTkiRF8r0oJQ,2,16,6,9,3,10,0,1,0,16,12.5
JVtjjHr6NJSiSGtjwT3iog,0,4,2,0,1,0,0,0,0,4,0
jwbcs_eQ2QznrOyMuqz1LQ,1427,525,48,2365,1881,1894,2677,644,153,525,9.3578
jxjbrQOlVbRjyYWQpRHK6w,22,113,16,286,62,191,13,0,7,113,0
jXOkfotmLqFEsvQ6n495TA,1,10,0,13,5,4,2,1,0,10,0
jyeKJysGwwyaUXC4TaSBPA,4,18,4,46,26,13,20,0,1,18,16.6667
J-Z2aJwsQSnPsgZiLXumQ,5,6,0,5,1,0,0,0,0,6,0
JZ9APfPkwUmrVoxofhEeEg,19,91,31,107,60,41,27,0,1,91,18.6813
jZj3Coz1aBiidvCT8famLA,208,135,21,479,362,436,343,257,16,135,7.40741
jZQDuRFCT-mP5DYjx0z8bw,1,15,0,26,13,6,1,0,0,15,18.1818
k0m5nvgAIIA24t_iPZOAsw,79,744,92,1050,456,363,418,15,12,744,11.2434
k0XppUHOWbhQob3juamHng,1,4,0,0,0,0,0,0,0,4,0
K1GhFuPtt0fzj49QKB4Q9g,8,22,0,31,17,5,1,9,2,22,0
K20rkFliSbEOjHmUXMvx8g,0,1,0,0,0,0,0,0,0,1,0
K27z8C9Lw2WzC8A401sUVQ,0,36,1,2,1,1,1,6,0,36,18.9189
K2gT6WlasyzFEx1bgdV_zQ,7,23,0,7,4,3,4,28,0,23,17.3913
K2GXS6XJyXu01FC6_FKmNg,24,161,6,52,48,49,28,14,3,161,18.9024
k4lKgWgjemkGf-UGzkW8uA,17,15,0,17,8,12,2,0,1,15,18.75
K7Y0MMrbs8iGFsusq3nEdg,0,2,0,1,1,1,0,0,0,2,0
K8qhFEE5fdsz_OkhzVJzMw,4,15,0,19,13,4,3,0,0,15,13.3333
k8toz2Z3aw6V0pmXGn9uDQ,0,5,3,9,0,3,0,0,0,5,0
k9SB2CvzsdNTptiLkfjiRA,7,2,0,5,0,0,1,0,1,2,0
Ka7YvLcSlR1zP06V_CCIgg,8,2,0,8,0,2,0,0,0,2,0
KAIODQrVtInkzDI9hmaSA,6,2,0,1,0,0,0,0,0,2,0
KAWzpASxgZpmbsDEuW5Ikg,18,10,3,14,6,5,2,9,0,10,10
KbOwOCZmh2pTdokZUwR1xw,19,6,1,8,3,2,4,1,0,6,16.6667
KbvByVLRPa0ObnIdR4Ibmw,7,84,22,99,32,42,16,0,0,84,16.6667
kbypEL-F6Dmm1D9v7Lm_9Q,0,2,0,5,5,5,0,0,0,2,0
kChbU0BrshoEyU4u7pHZlg,0,44,2,51,11,11,1,0,0,44,4.34783
